Sex,LGA,Community,How old were you at your last birthday?,What religion do you practice?,Ethnic group:,"What is your marital status?	",What is the type of your family?,Employment status: ,What is your highest qualification obtained?,Are you aware of human trafficking before? ,"Are you aware that there is a law against the recruitment, transportation, habouring of persons for the purpose of exploiting them?",Are you aware of any girl in this community who left/ or followed another person to other locations but ended up being deceived to do sex work or other unwanted work? ,Where do you think that she was taken to?,Do you know of anyone in your community who travelled like that and was returned and now needs help to have a good means of livelihood?,Have you heard before of any campaign on issues concerning anti-trafficking?,"What media sources do you access information on issues of interest to you, such as anti-trafficking campaigns?",16. Have you heard about organizations where you can go and obtain services regarding anti-trafficking? ,Have you heard of an Agency called NAPTIP? ,Do you know of the function that the Agency performs?,Why do you think that young men and young women in this community travel abroad?
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Yoruba,Married,Monogamous,Self Employed/Business owner,Secondary Education,No,Yes,No,Don't Know,No,No,Television;Social Media,No,No,No,Bad economy in Nigeria
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media;Face to Face,Yes,Yes,Yes,poverty
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,Bad economy 
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,hunger
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Employed,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio;Social Media,Yes,No,No,Need of money
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,No,No,Poverty
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Radio,No,No,No,Dead state of the country
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Yoruba,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,Bad situation of the country
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,Yes,Yes,Television;Radio,Yes,Yes,Yes,Dead state of the country
Female,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,"To change location
Poverty"
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,No,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,"Bad state of the country
To earn a living"
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Married,Monogamous,Unemployed,Secondary Education,Yes,No,Don't Know,Don't Know,Yes,Yes,Television;Radio,No,No,No,Poverty
Male,Uhunmwode,Eyaen,25-30,Christianity,Others,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,No,No,To earn a living
Male,Uhunmwode,Eyaen,25-30,Christianity,Yoruba,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,No,No,Bad governance
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,No,Television;Radio,No,No,No,poverty
Male,Uhunmwode,Eyaen,25-30,Christianity,Yoruba,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television;Social Media,No,No,No,"Money, hunger"
Female,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,Poverty
Female,Uhunmwode,Eyaen,25-30,Christianity,Yoruba,Married,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Radio,No,No,No,Bad economy
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media;Face to Face,No,No,No,To make ends meet
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Employed,Primary Education,No,No,No,Don't Know,No,No,Television;Face to Face,No,No,No,To make Money
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,No,No,No,Don't Know,No,No,Radio,No,No,No,To look for money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Radio;Social Media,No,No,No,To carter for themselves and their family
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media;Face to Face,No,No,No,Greener pasture
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,No,Yes,No,Don't Know,No,No,Social Media;Face to Face,No,No,No,Money
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,No,Don't Know,No,No,Social Media,No,No,No,Money
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Polygamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Face to Face,Yes,Yes,Yes,For Comfort
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio,Yes,Yes,Yes,To Make money
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,Lack of employment
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,Yes,Yes,Television;Radio,No,No,No,Money
Male,Uhunmwode,Eyaen,25-30,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,No,No,Don't Know,Yes,No,Television,No,No,No,
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,No,Don't Know,No,Yes,Television;Radio;Social Media,No,Yes,Not Sure,Money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Yoruba,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Another Community,Yes,Yes,Television,No,Yes,No,Unemployment
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Social Media,No,Yes,Not Sure,To find jobs
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Primary Education,Yes,No,Yes,Another State,Yes,No,Television;Radio,No,No,No,Money
Male,Uhunmwode,Eyaen,18-24,None,Edo,Single,Monogamous,Self Employed/Business owner,Primary Education,Yes,Yes,No,Don't Know,No,No,Television,No,Not sure,No,Bad government
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,Yes,Yes,To earn a living
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Primary Education,Yes,Note Sure,Yes,Outside the Country,No,No,Radio,No,Yes,No,Poverty
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,No,Yes,Yes,Failed system of the country
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,Yes,Not Sure,Money
Female,Uhunmwode,Eyaen,18-24,Christianity,Yoruba,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television;Social Media,Yes,Yes,Yes,Unemployment
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio,No,No,No,No money
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,No,No,No,Poverty
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,Yes,Yes,Yes,Work
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television,No,Yes,Not Sure,Money
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Television,Yes,Yes,Yes,For greener pastures
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Newspaper;Television;Radio,No,Yes,Yes,greener pastures
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,No,Don't Know,Don't Know,No,Yes,Television;Radio,No,Yes,Not Sure,To find a better life
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,Poverty
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,No,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,Money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Divorced/Separated/Widowed,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Newspaper;Radio,No,Yes,Not Sure,Bad country
Male,Uhunmwode,Eyaen,18-24,Christianity,Yoruba,Single,Monogamous,Self Employed/Business owner,Primary Education,No,No,Don't Know,Don't Know,Yes,No,Radio,No,No,No,No aid or help
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,No,Don't Know,Yes,Yes,Television,No,Yes,Not Sure,To find a better life
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio;Social Media,No,Yes,No,Poverty
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,Yes,Yes,No,Money
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,Yes,No,Greener pastures
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio;Social Media,No,Yes,Yes,Because the country is not settled
Male,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,No,No,Poverty
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,No,
Male,Uhunmwode,Eyaen,25-30,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio;Social Media,No,Yes,Not Sure,Because the country is not settled
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,Yes,Outside the Country,No,No,Television,No,No,No,Work
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Polygamous,Student,Secondary Education,Yes,No,No,Don't Know,Yes,No,Television;Social Media,No,No,No,Money
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Social Media,No,Yes,Not Sure,For greener pastures
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,No,Yes,Yes,To earn a better living
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,Yes,Not Sure,To earn money
Female,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Polygamous,Student,Tertiary Education,Yes,Yes,Yes,Another State,No,Yes,Television;Social Media,No,Yes,Yes,To make ends meet
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Television;Radio,No,Yes,Not Sure,To help their family
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,Yes,Yes,Yes,To make a living
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,Yes,Yes,Yes,Quick money 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,No,No,No,To make money 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio,No,No,No,To make money 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,No,No,No,Money 
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,Yes,Yes,Yes,To make Quick money 
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television,No,No,No,Lack of employment 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television;Radio,Yes,Yes,Yes,"Poverty, to make money "
Male,Uhunmwode,Eyaen,31 and Above,Islam,Edo,Single,Monogamous,Unemployed,Secondary Education,No,No,No,Don't Know,No,No,Television,No,No,No,To Hustle 
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,No,Bad economy 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,No,Television;Social Media,No,No,No,To make money 
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Social Media,No,No,No,To make money 
Male,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make money 
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Cohabiting,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make money 
Female,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,For money 
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,To work and make money 
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make money and take care of themselves 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Single,Monogamous,Unemployed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,Yes,Yes,Yes,Bad economy and to make wealth 
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Employed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,No,Yes,Not Sure,To make money 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Single,Monogamous,Employed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,Yes,Yes,Yes,To make money and live a better life 
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,No,No,No,To make money and help their family 
Female,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,Yes,Yes,Yes,To get better means of livelihood 
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Unemployed,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,Yes,Not Sure,To make money 
Female,Uhunmwode,Eyaen,25-30,Christianity,Others,Married,Monogamous,Unemployed,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Others,No,Not sure,Not Sure,To get good Jobs and make money
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Yoruba,Married,Monogamous,Employed,Tertiary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Television,No,Not sure,Not Sure,To live a better life
Male,Uhunmwode,Eyaen,18-24,Christianity,Others,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Social Media,No,No,No,To make money 
Male,Uhunmwode,Eyaen,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Note Sure,No,Don't Know,No,No,Social Media;Face to Face,No,No,No,To go to school and get good job
Female,Uhunmwode,Eyaen,25-30,Christianity,Edo,Single,Monogamous,Unemployed,Tertiary Education,Yes,Yes,Yes,Outside the Country,No,Yes,Television,No,Not sure,Not Sure,Bad Nigerian economy 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Edo,Cohabiting,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Social Media,No,Not sure,Not Sure,To make money 
Male,Uhunmwode,Eyaen,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,No,No,No,Bad governance and to experience a new place
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Face to Face,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,No,To make money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Newspaper;Face to Face,No,No,No,For money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Radio,No,Not sure,Not Sure,For money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Out of  School,Secondary Education,Yes,Yes,No,Don't Know,No,No,Radio,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Employed,Secondary Education,Yes,Note Sure,Don't Know,Don't Know,No,Yes,Television,No,No,No,To make money 
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Primary Education,Yes,Note Sure,No,Don't Know,No,No,Radio;Face to Face,No,No,No,Money to live a better life 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Employed,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Television;Social Media,No,No,No,Money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Polygamous,Employed,Secondary Education,Yes,Note Sure,Don't Know,Don't Know,No,Yes,Television,No,No,No,Money 
Female,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Polygamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,No,Because of money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Secondary Education,Yes,No,No,Don't Know,No,No,Radio,No,No,No,Suffer
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Divorced/Separated/Widowed,Polygamous,Unemployed,No Formal Education,Yes,Note Sure,No,Don't Know,No,No,Radio,No,No,No,No food
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Television,No,No,No,Money 
Female,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Primary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,No,Money 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Divorced/Separated/Widowed,Monogamous,Unemployed,Primary Education,No,No,No,Don't Know,No,No,Radio;Face to Face,No,No,No,Money 
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Unemployed,Secondary Education,Yes,Yes,Yes,Outside the Country,Yes,Yes,Social Media,Yes,Not sure,No,"The country is bad, no work"
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,No,Note Sure,Don't Know,Don't Know,No,No,Television;Radio,No,No,No,Money 
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television;Radio,No,No,Not Sure,To get job
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Social Media,No,No,No,Nigeria is corrupt 
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,No Formal Education,Yes,Yes,No,Don't Know,Yes,No,Television,No,No,No,Suffer
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Primary Education,Yes,Yes,No,Don't Know,No,Yes,Radio,No,No,No,No money 
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Social Media,No,No,No,Money 
Female,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,No,Face to Face,No,No,No,To make money 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,Yes,Television,No,No,No,Money 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,Yes,Yes,Television,No,No,No,To live a better life 
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Monogamous,Unemployed,Secondary Education,Yes,Yes,No,Don't Know,No,No,Television,No,No,Not Sure,To get good opportunity 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,Don't Know,Don't Know,No,No,Television,No,No,No,Hunger 
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Polygamous,Employed,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,Not Sure,Money 
Female,Uhunmwode,Idokpa,25-30,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Note Sure,No,Don't Know,No,No,Television;Radio,No,No,No,To help their family 
Male,Uhunmwode,Idokpa,25-30,Christianity,Edo,Single,Polygamous,Self Employed/Business owner,Primary Education,Yes,Yes,Don't Know,Don't Know,No,No,Television;Radio;Social Media,No,Not sure,Not Sure,Money 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Radio;Social Media,No,No,No,Work and make money 
Male,Uhunmwode,Idokpa,31 and Above,Christianity,Others,Single,Monogamous,Self Employed/Business owner,Tertiary Education,Yes,Yes,No,Don't Know,No,Yes,Television;Radio;Social Media,No,Yes,Yes,For livelihood 
Female,Uhunmwode,Idokpa,18-24,Christianity,Edo,Single,Monogamous,Student,Tertiary Education,Yes,Yes,Yes,Don't Know,Yes,Yes,Television,No,Yes,No,Money
Female,Uhunmwode,Eyaen,18-24,Christianity,Edo,Married,Monogamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,Yes,No,Money
Male,Uhunmwode,Idokpa,25-30,Islam,Hausa,Married,Polygamous,Self Employed/Business owner,Secondary Education,Yes,Yes,No,Don't Know,No,Yes,Television,No,No,No,Money
